,English Company Name,Chinese Company Name,Valid Licence since,District,Address,Telephone No,FAX,Email,Placement Type
972,FLEXImums Interim Limited,,2019,Central and Western District,"10th floor, Yu Yuet Lai Building, 43-55 Wyndham Street, Central, Hong Kong",65400526, ,marie.swarbreck@fleximums.com,Office Staff / Executive Search
973,Flourish Employment Agency,恩滙僱傭服務公司,2016,Southern District,"Shop G20, Ground floor, Marina Square East, South Horizons, Ap Lei Chau, Hong Kong",92309921,30111254,flourish.christy@gmail.com,"Local Domestic Helpers, Foreign Domestic Helpers"
974,Flow State Recruitment Limited,,2019,Central and Western District,"Room 815-818, 8th floor, China Insurance Group Building, 141 Des Voeux Road Central, Central, Hong Kong",37252221, ,info@flowstaterecruitment.com.hk,Office Staff / Executive Search
975,Folder Greater Bay Area Talents Centre,富達大灣區人才中心,2020,Yau Tsim Mong District,"Room 1406, 14th floor, Golden Gate Commercial Building, 136-138 Austin Road, Tsim Sha Tsui, Kowloon",23817447,23813938,liufei@rogerkam.com,Office Staff / Executive Search
976,Fong Wah Trading Co,豐華貿易公司,2018,Wan Chai District,"Flat C5, 13th floor, Block C, Paterson Building, 37 Paterson Street, Causeway Bay, Hong Kong",27084038,39933850,fongwah_yeung@yahoo.com,Foreign Domestic Helpers
977,FORECAST EMPLOYMENT CONSULTANT LIMITED,科亞海外僱傭有限公司,2009,Yau Tsim Mong District,"Shop 17, Ground floor, Hoi Fu Shopping Centre, Hoi Fu Court, 2 Hoi Ting Road, Mong Kok, Kowloon",29821800,29821699,forecastltdhk@gmail.com,"Local Domestic Helpers, Foreign Domestic Helpers"
978,Foreign Maid Employment Agency,富美僱傭服務中心,2003,Kowloon City District,"Room 2, 8th floor, Goldfield Tower, 53-59 Wu Hu Street, Hung Hom, Kowloon",31562334,31562336,formaid@yahoo.com.hk,Foreign Domestic Helpers
979,Forerunner Consulting Limited,正職顧問有限公司,2017,Kwun Tong District,"Flat 4, 2nd floor, Block B, Proficient Industrial Centre, 6 Wang Kwun Road, Kowloon Bay, Kowloon", , ,enquiry@forerunner.com.hk,Office Staff / Executive Search
980,Foresight HRM Consultant (HK) Limited,賦仕傑人力資源顧問有限公司,2020,Tsuen Wan District,"Room 1905, 19th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories",36871488, ,info@foresightconsultant.com.hk,Office Staff / Executive Search
981,Forever Best Agency,,2013,Yau Tsim Mong District,"Flat B, 14th floor, Chun Yee Building, 733 Nathan Road, Mong Kok, Kowloon",27812323,37472582,foreverbest@netvigator.com,"Local Domestic Helpers, Foreign Domestic Helpers"
982,Forever Sunshine Employment Agency Limited,永晴僱傭有限公司,2020,Yau Tsim Mong District,"Unit 309, 3rd floor, Workingport Commercial Building, 3 Hau Fook Street, Tsim Sha Tsui, Kowloon",23450626,23450885,foreversunshine1201@gmail.com,Foreign Domestic Helpers
983,Forever Sunshine Employment Agency Limited,永晴僱傭有限公司,2021,Sham Shui Po District,"Shop B2, 167 Pratas Street, Cheung Sha Wan, Kowloon",23450626, ,foreversunshine1201@gmail.com,"Local Domestic Helpers, Foreign Domestic Helpers"
984,Forever Vocational Training Center,傳承職業培訓擴展中心,2021,Kwai Tsing District,"Flat 1, 17th floor, K83, 83 Tai Lin Pai Road, Kwai Chung, New Territories",23320408,27809952,event@hkmcnet.com / hkmc@hkmcnet.com,Other Non-office Worker
985,FORMICA MAID CENTRE,快樂家女傭中心,2016, ,"Shop 106, 2nd floor, Hop Yick Commercial Centre, 33 Hop Choi Street, Yuen Long, New Territories", , , ,Foreign Domestic Helpers
986,Forshine HR Limited,鴻儒人力資源有限公司,2018,Wan Chai District,"Rooms 902-5, 9th floor, Harcourt House, 39 Gloucester Road, Wan Chai, Hong Kong",25411599,25413355,INFO@PRIOR.COM.HK,Office Staff / Executive Search
987,Forte Rehabilitation Services Limited,柏力復康有限公司,2020,Tsuen Wan District,"Room 1101, 11th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories", , ,forterehabilitar@gmail.com,Other Non-office Worker
988,Fortitude Search,,2021,Central and Western District,"Room 1104, 11th floor, Crawford House, 70 Queen's Road Central, Central, Hong Kong",61000811, ,clement.tse@fortitudesearch.com,Office Staff / Executive Search
989,FORTUNE CONSULTANT,運曦顧問,2021,Central and Western District,"Shop 15, Ground floor, Bank Building, 259 Des Voeux Road West, Sai Ying Pun, Hong Kong",25400186,25409086,fortuneconsultant481@yahoo.com,"Local Domestic Helpers, Foreign Domestic Helpers"
990,Fortune In Employment Agency Co.,幸運來僱傭服務公司,2004,Eastern District,"Shop 20, 1st floor, Tin Hau Apple Mall, Kiu Hing Mansion, 14 King's Road, Tin Hau, Hong Kong",96586331/93805206, ,chancaroline918@gmail.com,Foreign Domestic Helpers
991,FORTUNE STAR EMPLOYMENT AGENCY,星隆僱傭中心,2013, ,"Flat E, 8th floor, East South Building, 475-481 Hennessy Road, Causeway Bay, Hong Kong", , , ,"Local Domestic Helpers, Foreign Domestic Helpers, Imported Worker"
992,FORTUNE WORLD TRADE CO. LIMITED,禾豐行國際有限公司,2017,Tsuen Wan District,"Unit B, 13th floor, Phase 2, Superluck Industrial Centre, 57 Sha Tsui Road, Tsuen Wan, New Territories",24130338,24124361,fortunewtc@gmail.com,"Local Domestic Helpers, Foreign Domestic Helpers, Imported Worker"
993,Fortunecome Services Pte Co,富來服務(私人)公司,2005,Wan Chai District,"Flat B, 20th floor, Dragon Rise, 9-11 Pennington Street, Causeway Bay, Hong Kong",29156689,28902538,aleen@fortunecome-services.com.hk,Foreign Domestic Helpers
994,FOUNTAIN EMPLOYMENT AGENCY LIMITED,日悅僱傭有限公司,2017,Eastern District,"Flat D, 1st floor, Mido Apartments, 330-332 King's Road, North Point, Hong Kong",35691177,24661611,fountain.employment.agency@gmail.com,"Local Domestic Helpers, Foreign Domestic Helpers"
995,Four Seas Employment Agency,四海僱傭代理,2004,Tuen Mun District,"Flat C, 1st floor, Tai Hing Building, 64-66 Tuen Mun Heung Sze Wui Road, Tuen Mun, New Territories",26122456,26122457,fourseasmaid@yahoo.com,"Foreign Domestic Helpers, Imported Worker"
996,Four Seas Employment Agency,四海僱傭代理,2014,Yuen Long District,"Shop B2, Ground floor, Polly Mansion, 20-24 Tai Fung Street, Yuen Long, New Territories",25014800,25014200,yl.fourseasmaid@yahoo.com,Foreign Domestic Helpers
997,FOWLER FOX & CO (HK) LIMITED,,2013,Central and Western District,"9th floor, Sun House, 181 Des Voeux Road Central, Sheung Wan, Hong Kong",36535120, ,info@fowlerfox.com,Other Non-office Worker
998,Francis So & Co.,蘇壽來服務公司,1994,Wan Chai District,"Rm 2001, 20th floor, Shun Hei Causeway Bay Centre, 492 Lockhart Road, Causeway Bay, Hong Kong",28360313,28365228,info@francisso.com.hk,"Foreign Domestic Helpers, Imported Worker"
999,Frank Express Employment Centre,永富僱佣中心,2003,Central and Western District,"Room 1006, 10th floor, Yu Sung Boon Building, 107-111 Des Voeux Road Central, Central, Hong Kong",25264220,28418833,i_ciong@yahoo.com,Foreign Domestic Helpers
1000,FRANKASIA SEARCH LIMITED,,2018,Central and Western District,"Room 501, 5th floor, Chinachem Hollywood Centre, 1-13 Hollywood Road, Central, Hong Kong",34685838, ,Z.ZHANG@FRANKASIA.COM,Office Staff / Executive Search
1001,FRASER EMPLOYMENT CONSULTANT,富澤人事顧問,2009,Central and Western District,"14th floor, Winfull Commercial Building, 172-176 Wing Lok Street, Sheung Wan, Hong Kong",28507833,28507893,resume@fraser.com.hk,Office Staff / Executive Search
1002,FRAZER JONES,,2013,Central and Western District,"Unit 705, 7th floor, 9 Queen's Road Central, Central, Hong Kong",30089099, ,elaineso@thesrgroup.com,Office Staff / Executive Search
1003,FRENCH INSTITUTES BEAUTY ACADEMY,法國專業美容學院,2014,Sham Shui Po District,"Room 613-616, 6th floor, Trade Square, 681 Cheung Sha Wan Road, Cheung Sha Wan, Kowloon",25770505,25770376,fiba@thebeautygroup.com,Other Non-office Worker
1004,FreshLinker Limited,,2014,Tsuen Wan District,"Room B, 8th floor, Excelsior Building, 68-76 Sha Tsui Road, Tsuen Wan, New Territories",35472515, ,andyleung@freshlinker.com,Office Staff / Executive Search
1005,Friends of the Family (Hong Kong) Social Enterprise Limited,香港家友社會企業有限公司,2014,Central and Western District,"Room 1101, 11th floor, Chao's Building, 143-145 Bonham Strand East, Sheung Wan, Hong Kong",54048005, ,info@fofhk.org,Local Domestic Helpers
1006,Fruitful Link Employment Agency,豐隆僱傭服務中心,2021,Yau Tsim Mong District,"Unit 1015, 10th floor, Golden Era Plaza, 39 Sai Yee Street, Mong Kok, Kowloon",21521120, ,fruitfullink2105@gmail.com,"Local Domestic Helpers, Foreign Domestic Helpers"
1007,FSB GROUP LIMITED,,2012,Wan Chai District,"35th floor, Central Plaza, 18 Harbour Road, Wan Chai, Hong Kong",66297522, ,info@fsbgroup.hk,Office Staff / Executive Search
1008,FST Global Limited,,2017,Kwai Tsing District,"Unit 1004, 10th floor, Golden Industrial Building, 16-24 Kwai Tak Street, Kwai Chung, New Territories",22910249, ,info@fst-global.com,Office Staff / Executive Search
1009,FT Employment Agency,快德僱傭中心,2021,Kwun Tong District,"Unit 2610, 26th floor, APEC Plaza, 49 Hoi Yuen Road, Kwun Tong, Kowloon",61037539, ,ftemploymentagency@gmail.com,Foreign Domestic Helpers
1010,FTW,,2017,Yau Tsim Mong District,"Rooms 1001-1003, 10th floor, Wing On Kowloon Centre, 345 Nathan Road, Jordan, Kowloon",35891008,35891009,hr@ftwcpa.com,"Office Staff / Executive Search, Other Non-office Worker"
1011,Fu Lam Co,富林行,1997,Yau Tsim Mong District,"Room 491, 3rd floor, Prospect Building, 491 Nathan Road, Yau Ma Tei, Kowloon",24143138,36205191,hkfulamco@yahoo.com.hk,Foreign Domestic Helpers
1012,Fu Pak Employment Company,富泊僱傭中心,2005,Wan Chai District,"Flat A, 4th floor, Siu Fung Building, 9-17 Tin Lok Lane, Wan Chai, Hong Kong",21520768,25728396,fupak@wtt-mail.com,Foreign Domestic Helpers
1013,FUK HONG EMPLOYMENT CENTRE LIMITED,福康僱傭中心有限公司,2018,North District,"Shop 131, Ground floor, Fanling Centre, Phase II, Fanling, New Territories",26832128,26832263,easyhome111@yahoo.com.hk,Foreign Domestic Helpers
1014,FULBRIGHT GROUP,菲尼泰國際,2017,Yau Tsim Mong District,"Shop F166, 1st floor, The Capital, 61-65 Chatham Road South, Tsim Sha Tsui, Kowloon",31181357,21203498,info@fulbright-hk.com,Foreign Domestic Helpers
1015,FULL JOYOUS EMPLOYMENT AGENCY,,2020,North District,"Unit 2C, 2 Wai Hon Road, Fanling, New Territories",98293136,26618898, ,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search, Imported Worker, Other Non-office Worker"
1016,Full Moon Employment Agency Limited,美月僱傭中心有限公司,2017,Tsuen Wan District,"Room 1123, 11th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories",37053061,37053062,fullmoonealtd@gmail.com,Foreign Domestic Helpers
1017,Full Win Employment Agency,富運僱傭中心,2019,Yau Tsim Mong District,"Room 706A, 7th floor, Hollywood Plaza, 610 Nathan Road, Mong Kok, Kowloon",22199438,22199904,fullwintw@yahoo.com,"Local Domestic Helpers, Foreign Domestic Helpers"
1018,FullHeart Employment Agency,全意僱傭中心,2006, ,"Shop 59, Ground floor, Fortune Commercial Building, 362 Sha Tsui Road, Tsuen Wan, New Territories", , ,fullheart8@yahoo.com.hk,Foreign Domestic Helpers
1019,FullHeart Employment Agency,全意僱傭中心,2009, ,"Room 12, 4th floor, Sui Ying Industrial Building, 1 Yuk Yat Street, To Kwa Wan, Kowloon", , , ,Foreign Domestic Helpers
1020,FULLY HUMAN RESOURCE AGENCY COMPANY,集誠人力資源代理公司,2018,Eastern District,"Shop I, Ground floor, Continental Mansion, 294 King's Road, North Point, Hong Kong",25663566,25663720,sunnylei@hotmail.com.hk,"Local Domestic Helpers, Foreign Domestic Helpers"
1021,FUN FUN SERVICE LIMITED,昇運僱傭有限公司,2011,Kwai Tsing District,"Unit H36, 3rd floor, Kwai Shing Industrial Building, 42-46 Tai Lin Pai Road, Kwai Chung, New Territories",63807503,35861422,ffservice260@gmail.com,Foreign Domestic Helpers
1022,FUN TOP EMPLOYMENT SERVICE COMPANY,樂滿僱傭公司,2015,Kwun Tong District,"Shop 336, Level 4, Sceneway Plaza, 8 Sceneway Road, Lam Tin, Kowloon",27720086,27720087,funtop888@yahoo.com.hk,Foreign Domestic Helpers
1023,Funds Partnership Asia,,2020,Central and Western District,"Level 10, BOC Group Life Assurance Tower, 134-136 Des Voeux Road Central, Central, Hong Kong",34783956, ,ayyaz@fundspartnership.com,Office Staff / Executive Search
1024,Funky Consulting Limited,,2019,Yau Tsim Mong District,"Room 747, 7th floor, Star House, 3 Salisbury Road, Tsim Sha Tsui, Kowloon",91887621, ,FUNKYCONSULTING@OUTLOOK.COM,Office Staff / Executive Search
1025,FURST ASIA LIMITED,富思亞洲有限公司,2012,Central and Western District,"20th floor, Central Tower, 28 Queen's Road Central, Central, Hong Kong",91925536, ,vli@furstasia.com,Office Staff / Executive Search
1026,FURST ASIA LIMITED,富思亞洲有限公司,2019,Central and Western District,"Flat A, 23rd floor, Lloyds Commercial Centre, 8 Wing Lok Street, Sheung Wan, Hong Kong",91925536, ,vli@furstasia.com,Office Staff / Executive Search
1027,FURTHER CREATION EMPLOYMENT CENTRE,富達僱傭中心,2021,Central and Western District,"Room 1709-10, 17th floor, Crawford House, 70 Queen's Road Central, Central, Hong Kong",25228071,28697900,fchk1978@yahoo.com,"Local Domestic Helpers, Foreign Domestic Helpers"
1028,FURTHER CREATION EMPLOYMENT CENTRE,富達僱傭中心,2021,Tsuen Wan District,"Room 1023, 10th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories",24124829,24989978,fchk1978@yahoo.com,"Local Domestic Helpers, Foreign Domestic Helpers"
1029,FURTHER CREATION EMPLOYMENT CENTRE,富達僱傭中心,2021,Yau Tsim Mong District,"Room 601, 6th floor, Sino Centre, 582-592 Nathan Road, Mong Kok, Kowloon",23886182,28697900,fchk1978@yahoo.com,"Local Domestic Helpers, Foreign Domestic Helpers"
1030,FURTHER CREATION EMPLOYMENT CENTRE,富達僱傭中心,2021,Wan Chai District,"Flat A, 15th floor, Prosperous Commercial Building, 54 Jardine's Bazaar, Causeway Bay, Hong Kong",28100013,28697900,fchk1978@yahoo.com,"Local Domestic Helpers, Foreign Domestic Helpers"
1031,FUSE Recruitment Limited,,2020,Wan Chai District,"14th floor, Sing Ho Finance Building, 166-168 Gloucester Road, Wan Chai, Hong Kong",60121652, ,info@fuse-recruitment.com,"Office Staff / Executive Search, Other Non-office Worker"
1032,Futa Employment Agency Limited,快達僱傭代理有限公司,2002,Wan Chai District,"Room A, 9th floor, Tower II, Capitol Centre, 28 Jardine's Crescent, Causeway Bay, Hong Kong", , ,sales@futa.com.hk,Foreign Domestic Helpers
1033,Future Well License Compliance Limited,明康國際牌照合規有限公司,2021,Wan Chai District,"Flat 1005, 10th floor, Emperor Group Centre, 288 Hennessy Road, Wanchai, Hong Kong",34279566, ,fw@licenses.com.hk,Office Staff / Executive Search
1034,Fyte,,2016,Central and Western District,"Unit 2203, 22nd floor, Golden Centre, 188 Des Voeux Road Central, Central, Hong Kong",58011188,25039905,info.hongkong@morganphilips.com,Office Staff / Executive Search
1035,G & F EMPLOYMENT SERVICES,德法僱傭中心,2014,Tuen Mun District,"Room 1617, Block A, 16th floor, Win Sun Factory Building, 2 San Hop Lane, Tuen Mun, New Territories",26135166/54047934, ,gf54047934@yahoo.com.hk,Foreign Domestic Helpers
1036,G&S Executive Search International,,2019,Yau Tsim Mong District,"Room 1501, 15th floor, 38 Plaza, 38 Shan Tung Street, Mong Kok, Kowloon", , , ,Office Staff / Executive Search
1037,Galaxy Payroll Services Limited,,2015,Central and Western District,"25th floor, Ovest, 77 Wing Lok Street, Sheung Wan, Hong Kong",31052611,35851717,frank.lao@galaxy-hk.com,Office Staff / Executive Search
1038,GALILEE EMPLOYMENT SERVICE COMPANY,加利利僱傭服務公司,2017,Tsuen Wan District,"Room 1235, 12th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories",23313096,81485538,info@galilee153.com.hk,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search, Imported Worker"
1039,GARAGE SOCIETY,,2016,Central and Western District,"21st-23rd floor, On Building, 162 Queen's Road Central, Central, Hong Kong",39527200, ,hk.hr@thegaragesociety.com,Office Staff / Executive Search
1040,Garford (Hong Kong) Limited,家福(香港)有限公司,2001,Central and Western District,"Flat E, 11th floor, Shing Hing Commercial Building, 21-27 Wing Kut Street, Central, Hong Kong",25227676 / 25237320, ,"jygarford@biznetvigator.com, mirian@garford.hk",Foreign Domestic Helpers
1041,GARY CHENG CONSULTANTS LIMITED,加多利顧問有限公司,2019,Kwun Tong District,"12th floor, Elite Centre, 22 Hung To Road, Kwun Tong, Kowloon",21997656,21997306,gcg.hr@garycheng.com,"Office Staff / Executive Search, Imported Worker"
1042,Gary's Employment Agency Company Limited,韻如僱傭有限公司,2018,Tsuen Wan District,"Room 724, 7th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories",37059913,81485331,roychan@stepforward.com.hk,Foreign Domestic Helpers
1043,GATEWAY LINK CONSULTANT CENTRE,基威顧問中心,2021,Yau Tsim Mong District,"Room 705, 7th floor, Hang Bong Commercial Centre, 28 Shanghai Street, Yau Ma Tei, Kowloon", , , ,"Local Domestic Helpers, Foreign Domestic Helpers"
1044,GBjobs.com Limited,金飯碗招聘網頁有限公司,2013,Eastern District,"Flat C, 9th floor, Max Share Centre, 373 King's Road, North Point, Hong Kong",25100200, ,maria@gbjobs.com,"Office Staff / Executive Search, Other Non-office Worker"
1045,GBjobs.com Limited,金飯碗招聘網頁有限公司,2015, ,"Flat D, 9th floor, Max Share Centre, 373 King's Road, North Point, Hong Kong", , , ,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search"
1046,Geer Consultants Limited,,2016, ,"Room 1104, 11th floor, Crawford House, 70 Queen's Road Central, Central, Hong Kong", , , ,Office Staff / Executive Search
